id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
15484,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP  Black Capris
22819,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Brown Casual Shoes
37173,Boys,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,United Colors of Benetton Boys Knitted shorts
26603,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Sports,Puma Men Fox Black Sports Shoes
50354,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Purple Kurta
39461,Women,Apparel,Topwear,Kurtis,Beige,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta
46380,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Shirt
54121,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
27439,Women,Apparel,Topwear,Tops,Blue,Fall,2015.0,Casual,Jockey Women Blue Racerback Tank Top
56888,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,HM Women Black Flats
38811,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Latin Quarters Women Blue & Black Tops
19076,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,W Women Block Print Purple Kurta
39451,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Diva Women Brown Printed Kurta
41152,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Allen Solly Woman Grey Skirt
32630,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Premier Training Grey T-shirt
25682,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Casual Watch
36943,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men DLS Bound Black Sports Shoes
17945,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Puma Men No. 1 logo Black Track Pant
56251,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set
36053,Unisex,Accessories,Bags,Handbags,Beige,Fall,2012.0,Casual,OTLS Unisex Beige Dual Flap Bag
17885,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016.0,Casual,Levis Men Comfort Style Grey Innerwear Vest
12622,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Printed Blue Tshirts
44614,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2013.0,Sports,Salomon Men Black Synapse Mid Sports Shoes
19706,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shirt
11024,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Wrangler Women Purple T-shirt
43197,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch
33721,Women,Apparel,Bottomwear,Leggings,Peach,Fall,2012.0,Casual,Pieces Women Peach Leggings
3477,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Men's Tank Black Sleeveless T-shirt
57610,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,,Lotus Herbals Safe Sun Multi-Function Sunblock
53627,Men,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch
37595,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Boys Printed Blue T-Shirt
7287,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,DC Comics Men's Flash Flock Logo Dark Red T-shirt
13195,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Track Cat Basic White Casual Shoes
28930,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Mr. Men Printed Red T-shirt
46020,Women,Apparel,Topwear,Kurtis,Orange,Summer,2012.0,Ethnic,Fabindia Women Orange Kurti
29503,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Women White Dial Watch
7131,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Urban Yoga Men Bottom Black Track Pants
29014,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men  Grey Polo T-shirt
13374,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes
52072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt
52818,Women,Accessories,Jewellery,Earrings,Red,Summer,2012.0,Casual,Adrika Red Earrings
18040,Women,Accessories,Bags,Handbags,Olive,Winter,2015.0,Casual,Lino Perros Women Solid Olive Handbag
3574,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,ADIDAS Women Black Outdoor Shoe
45396,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & White Sandals
51521,Men,Accessories,Watches,Watches,Silver,Summer,2017.0,Casual,Fastrack Men Silver-Toned Dial Watch N1229SM04
38954,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Printed Green T-shirt
28600,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Torando Black Sports Shoes
47527,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Facit Men White Brief
11415,Women,Apparel,Topwear,Tops,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Brown Top
30349,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Diet Off White T-shirt
29114,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Puma Men Pack of 3 Socks
23746,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Ray-Ban Unisex Highstreet Sunglasses
56366,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Police Men Moving Out 100 ml Perfume
46453,Men,Accessories,Watches,Watches,Off White,Winter,2016.0,Casual,Timex Men Off-White Dial Watch
9103,Men,Footwear,Flip Flops,Flip Flops,Tan,Fall,2011.0,Casual,Provogue Men Ean Tan Flip Flops
10674,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Princess White Tops
34653,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Cerchi Lite Black Sports Shoes
9644,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Checks Shirt Green Shirts
18483,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Women Soleil Cat Black Casual Shoes
46106,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2012.0,Casual,ADIDAS Men White Check Mens Flip Flops
4473,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2011.0,Sports,Puma Men's Complete Itana Silver Black Blue Shoe
24283,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Quiksilver Men Red Check Shirt
3831,Unisex,Footwear,Flip Flops,Flip Flops,Pink,Winter,2014.0,Casual,Crocs Kid's Crocband Bubblegum Pink Kidswear
31241,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Attack Black T-shirt
6951,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,s.Oliver Men's Qsm Blue T-shirt
55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017.0,Casual,Pond's Women Gold Radiance Youthful Glow Day Cream
15117,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men Solid Grey Trousers
13542,Women,Footwear,Shoes,Flats,Brown,Fall,2011.0,Casual,Carlton London Women Casual Brown Sandals
49017,Women,Accessories,Jewellery,Ring,Silver,Summer,2013.0,Casual,Lucera Women Set of Two Silver Ring
40101,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Sports,ADIDAS Men Navy Blue T-shirt
30159,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Wrangler Men Extra Pocket Black Wallet
15567,Women,Footwear,Shoes,Heels,Tan,Winter,2015.0,Casual,Catwalk Women Casual Tan Flats
43163,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Dial Watch
39321,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Capris
30411,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Slim Fit Washed Blue Jeans
55539,Women,Personal Care,Makeup,Eyeshadow,Multi,Spring,2017.0,Casual,Revlon Illuminance Pink Petals Creme Eye Shadow 03
22472,Men,Apparel,Topwear,Shirts,Olive,Summer,2011.0,Casual,Timberland Men Olive Claremont Shirt
35688,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,U.S. Polo Assn. Men Black Shoes
50784,Women,Footwear,Shoes,Heels,Cream,Fall,2013.0,Casual,Clarks Women Cream Coloured Onslow Beat Leather Wedges
17632,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Chill Grip Black Handbag
39013,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,FILA Men Silver Sports Shoes
44778,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Lotto Men Grey Skateboard Shoes
50816,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,New Hide Men Brown Passport Holder
33273,Girls,Apparel,Bottomwear,Leggings,Green,Summer,2012.0,Casual,Gini and Jony Girls Green Leggings
44734,Women,Footwear,Flip Flops,Flip Flops,Pink,Spring,2013.0,Casual,Globalite Women White & Pink Flip Flops
36457,Men,Footwear,Shoes,Sports Shoes,Grey,Spring,2013.0,Sports,Spinn Men Temptation Grey Sport Shoes
18834,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Formal,Peter England Men Formal Brown Belt
46187,Women,Accessories,Jewellery,Jewellery Set,Multi,Fall,2012.0,Casual,Adrika Multi Coloured Teracotta  Jewellery Set
34874,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Envirosax Women Blue Bag
4826,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,ADIDAS Men's Woven Dark Navy White Track Pant
32394,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Arrow Woman Lavender Shirt
56122,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Colorbar Beige Perfect Match Foundation
20890,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Basics Men Beige Casual  Shoes
41985,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Under The SunYellow T-shirt
3795,Unisex,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Casual,Converse Unisex CT  LACE COLOR OX Black Casual Shoes
10194,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Carrera Men Sqaure dial leather strap Black Watches
4067,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Crocs Men Yukon Khaki Brown Sandal
28309,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses
23191,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Highlander Men Grey Check Shirt
55075,Women,Personal Care,Eyes,Kajal and Eyeliner,Copper,Spring,2017.0,Casual,Lakme Glide On Warm Copper Eye Color
13186,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Fila Men Black Stradd Shoes
19343,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Formal,Reid&Taylor Men Solid Black Wallet
47299,Women,Accessories,Bags,Mobile Pouch,Brown,Summer,2012.0,Casual,Baggit Women Beige Doodle Jhuti Mobile Pouch
5767,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Sleevless Black V Nech Top
6954,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,s.Oliver Women Striped Pink Top
56624,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017.0,Casual,Olay Women Age Protect Anti-Ageing UV Lotion
4580,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women Air Rele Black Shoe
10207,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Murcia Women Hths Brown Handbags
42056,Women,Accessories,Wallets,Wallets,White,Summer,2012.0,Casual,Bulchee Women White Wallet Clutch
5673,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Icurbantrack Solver Black Shoe
7665,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Wrangler Men's Dark Grey Melange Crew Length Socks
23937,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men Black Trainer Sports Shoes
17190,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt
29486,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Indigo Nation Men White Printed T-shirt
38959,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Printed Navy Blue T-shirt
25591,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011.0,Ethnic,Vishudh Women Green & Black Churidar Kurta with Dupatta
50958,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Jeans
33850,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Suede Archive Eco Red Shoes
39179,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue Kurtas
25206,Women,Accessories,Bags,Backpacks,Beige,Winter,2015.0,Casual,Lino Perros Women Leatherite Beige Backpack
54640,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
12979,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Women Core 50 White Sports Shoes
45043,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch
29233,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Women Fun Pack Black Shoes
35937,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Salomon Men Techamphibian 3 Black Sports Shoes
5669,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Men's Page Choco T-shirt
24403,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
53092,Women,Accessories,Jewellery,Necklace and Chains,Rust,Winter,2016.0,Casual,Fabindia Orange Necklace
44775,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Lotto Men White Shoes
52030,Unisex,Apparel,Topwear,Rain Jacket,Olive,Summer,2012.0,,Just Natural Unisex Olive Rain Jacket
24565,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Lee Men Edward Navy Blue & White Check Shirt
9151,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Checks Grey Tops
40481,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Fila Men Grey Ultralite Sports Shoes
53135,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Toned Flats
32578,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,ONLY Women Black Chiffon Top
42200,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Sepia Women Yellow Top
58262,Women,Accessories,Bags,Clutches,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Clutch
14020,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Nike Men Stripes Blue Polo Tshirts
16749,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Spice Art Women Glass Stylinc Multi Clutch
3966,Women,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Jealous 21 Women Red Black Long Top
11214,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Esprit Women Silver Stardust Steel Watches
13302,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Beige Shorts
59726,Women,Apparel,Innerwear,Bra,Purple,Summer,2014.0,Casual,Avirate Purple & Black Bra
59541,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Silver Earrings
33897,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch
6676,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Lunar Swift Red Shoe
39749,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini Jony Boys Beige Shorts
25399,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Leatherette Black Handbag
27115,Women,Apparel,Innerwear,Bra,Beige,Summer,2017.0,Casual,Miss-T Beige Bra
16338,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Stripes Blue Shirt
53682,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag
33750,Women,Apparel,Topwear,Tunics,Red,Summer,2012.0,Casual,Vero Moda Women Red Tunic
7310,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women's Short Sleeve Round Neck Pink Top
12794,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Nike Women White Print Pink Tshirts
24175,Women,Apparel,Topwear,Kurtis,Olive,Fall,2011.0,Ethnic,Aurelia Women Olive Kurti
33279,Unisex,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Kids Unisex Blue Jeans
16060,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Highlander Men Solid Beige Trouser
19264,Women,Accessories,Watches,Watches,Black,Fall,2012.0,Casual,Guess Women Mini Prism Black Watch
48579,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012.0,Casual,Revv Men Steel Bracelet
12782,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,Mother Earth Women Aug Bagru Red Kurtas
52076,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt
10792,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Authentic Rope Embro Red Shirts
21402,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men Printed White Tshirt
23785,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Oakley Women Black Beckon Sunglasses
14380,Women,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Catwalk Women Lifestyle White Casual Shoes
41478,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2012.0,Formal,Carlton London Men Black Formal Shoes
45958,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Tokyo Talkies Women White Printed T-shirt
8956,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Puma Men funtamentals webbing Black Belts
23083,Men,Apparel,Topwear,Shirts,Multi,Fall,2011.0,Casual,Arrow Sport Men Multi Coloured Check Shirt
43179,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Dial Watch
2963,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Basket Biz White & Blue Shoe
6823,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Timberland Men Black Floater
41678,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Heels
28761,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Aurelia Women Beige Kurta
12726,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Timberland Men Solid Green  Plo T-Shirts
52127,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Doodle Boys Yellow Printed T-Shirt
9987,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Nike Men Laced Crew Yellow T-Shirts
44790,Men,Apparel,Innerwear,Boxers,Blue,Summer,2016.0,Casual,Calvin Klein Mens blue Boxers
53332,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016.0,Casual,Smugglerz Men Multi coloured Check Boxers
27646,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Che Guevara Men Printed Black T-shirt
11101,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Stripes Purple Shirts
12472,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Leather Black Formal Shoes
51586,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Wrangler Women Blue Giselle Jeans
19061,Women,Apparel,Topwear,Kurtis,Red,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurti
40085,Men,Apparel,Bottomwear,Shorts,White,Winter,2014.0,Casual,ADIDAS Men White Chelsea Shorts
35288,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Suunto Vector HR White Watch
21895,Women,Apparel,Topwear,Kurtas,Olive,Fall,2011.0,Ethnic,BIBA Women Printed Olive Green Kurta
28653,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Max Quarter Black Sports Shoes
48357,Women,Accessories,Bags,Clutches,Copper,Summer,2012.0,Casual,Pitaraa Women Copper Zari Purse
11000,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Slick 3HD Yellow Black Watches
36998,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Sling Bag
39942,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Gas Men Navy Blue Shoes
44242,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Hidekraft Women Black Handbag
4334,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,Fila Men's Dignity Green Flip Flop
58471,Men,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Men Brown Wallet
16948,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Men Classic Eyewear Brown Sunglasses
21645,Women,Apparel,Innerwear,Bra,Black,Summer,2018.0,Casual,Enamor Black Smooth Bra
50921,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Parx Men White & Red Briefs
11316,Women,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,United Colors of Benetton Women Beige Trouser
36922,Men,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Men Black Harper Wallet
28441,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,DKNY Women Black Dial Watch NY3430
7898,Men,Apparel,Bottomwear,Shorts,Red,Fall,2011.0,Casual,Proline Men Red Shorts
27811,Men,Accessories,Belts,Belts,Black,Summer,2013.0,Casual,Bulchee Men Brown And Black Reversible Belt
27097,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aneri Women Blue Printed Kurta
45125,Men,Accessories,Watches,Watches,Silver,Summer,2017.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1165A-7C2DF(A263)
52472,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,Casual,Red Rose Women White & Pink Polka Dot Print Bath Robe
34640,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Lotto Men Court Classic V Blue Shoes
44222,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Nike Men Red Ronaldo Football T-shirt
56291,Women,Apparel,Innerwear,Briefs,Maroon,Winter,2015.0,Casual,Biara Women Maroon Briefs
32557,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2013.0,Casual,Playboy Men Red Shoes
24042,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Printed Black T-shirt
34840,Women,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,ADIDAS Women Navy Blue Sports Shoes
7794,Women,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Women's Engineered Stripe Mustard T-shirt
2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Numero Uno Men's Casual White Sneakers Shoe
34729,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag
37186,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Top
8911,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Unisex Suede Archive NM Team Regal Red Red Shoe
43652,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,ONLY Women Pink Dress
37891,Unisex,Accessories,Socks,Socks,Multi,Summer,2016.0,Casual,Happy Socks Unisex Multi Color Socks
23857,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Women White Adi Taurus Sports Shoes
42677,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Alma Women Green Kurta
44229,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Downshifter White Sports Shoes
38783,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Woodland Men Olive Shoe
56152,Women,Personal Care,Eyes,Kajal and Eyeliner,Purple,Spring,2017.0,Casual,Colorbar I-Glide Amethyst Spark Eye Pencil 011
35428,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women Neptune White Sports Shoes
56033,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,ColorBar Soft Touch Rebel Lipstick 014
7377,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Casual Shoe
27555,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt
17763,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men Tos Black Formal Shoe
26965,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Jealous 21 Women Check Blue Shirt
55440,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Revlon Hazelnut Colorburst Lipstick 050
17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,ADIDAS Men Solid Black Track Pant
15147,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Check Yellow Shirts
48855,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
34471,Women,Footwear,Sandal,Sports Sandals,Grey,Summer,2012.0,Casual,Puma Women Grey Sandals
11430,Women,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,United Colors of Benetton Women Brown T-shirt
27836,Men,Accessories,Belts,Belts,Red,Summer,2013.0,Casual,Bulchee Men Red Belt
44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013.0,Casual,Coolers Men Brown Pokar Flip Flops
50456,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Black & Red Pack of 2 Briefs
38304,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Reid & Taylor Men Black Wallet
